ID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand
1776,Audi A4 3.0 TDI Quattro,Coimbatore,2015,60740.85321,Diesel,Automatic,First,14.94,2967,241.4,5,25.02,Audi
4057,Honda Jazz 1.5 SV i DTEC,Mumbai,2016,60681.42744,Diesel,Manual,First,27.3,1498,98.6,5,6.25,Honda
2147,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Kochi,2018,60680.82493,Diesel,Automatic,First,13,2987,265,5,70.15,Mercedes-Benz
2750,Honda City 1.5 V MT Sunroof,Mumbai,2013,60669,Petrol,Manual,First,16.8,1497,116.3,5,4.95,Honda
3212,Renault Duster 110PS Diesel RxZ Plus,Delhi,2012,60646.54028,Diesel,Manual,First,19.64,1461,108.45,5,3.75,Renault
664,Hyundai i10 Era,Hyderabad,2011,60634,Petrol,Manual,First,19.81,1086,68.05,5,3.3,Hyundai
2099,Tata Sumo EX,Kolkata,2016,60586.16033,Diesel,Manual,First,14.07,1948,83.1,7,4.85,Tata
4652,Hyundai i10 Magna(O) with Sun Roof,Pune,2008,60586.12969,Petrol,Manual,Second,16,1086,66.7,5,2,Hyundai
1722,Mercedes-Benz New C-Class 200 CDI Classic,Pune,2013,60581.15729,Diesel,Manual,Second,15.8,2148,170,5,15.5,Mercedes-Benz
3290,Hyundai Verna CRDi SX,Jaipur,2008,60525.05502,Diesel,Manual,Second,16.8,1493,110,5,1.5,Hyundai
2609,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2013,60503.38405,Diesel,Manual,First,22.07,1199,73.9,5,4.85,Volkswagen
4938,Hyundai EON Era Plus,Hyderabad,2012,60500,Petrol,Manual,First,21.1,814,55.2,5,2.6,Hyundai
616,Hyundai Xcent 1.2 CRDi E Plus,Jaipur,2017,60500,Diesel,Manual,First,25.4,1186,73.97,5,5.49,Hyundai
3134,Honda City i VTEC CVT VX,Kochi,2016,60475,Petrol,Automatic,First,18,1497,117.3,5,9.1,Honda
933,Volkswagen Polo 1.2 MPI Highline,Hyderabad,2016,60453,Petrol,Manual,First,16.47,1198,74,5,5.1,Volkswagen
3643,Maruti A-Star Vxi,Pune,2011,60438.15345,Petrol,Manual,Second,19,998,66.1,5,1.95,Maruti
4784,Volkswagen Passat Highline DSG,Kolkata,2012,60425.98735,Diesel,Automatic,First,14.3,1968,140,5,6.99,Volkswagen
4691,Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2011,60408.22846,Petrol,Manual,First,16.47,1198,73.9,5,3.05,Volkswagen
4234,Porsche Cayenne Diesel,Coimbatore,2015,60395,Diesel,Automatic,First,16.12,2967,245,5,45.82,Porsche
2692,Volkswagen Polo Petrol Highline 1.2L,Pune,2011,60379.90164,Petrol,Manual,Second,16.47,1198,73.9,5,3,Volkswagen
2314,Mahindra KUV 100 mFALCON D75 K4 Plus,Kochi,2017,60357,Diesel,Manual,First,25.32,1198,77,6,4.49,Mahindra
2770,Audi A7 2011-2015 3.0 TDI Quattro,Kochi,2014,60336,Diesel,Automatic,Second,14.4,2967,241.4,5,24.94,Audi
2031,Ford Figo Petrol EXI,Coimbatore,2013,60328,Petrol,Manual,First,15.6,1196,70,5,4.54,Ford
2115,Fiat Linea T Jet,Coimbatore,2013,60283,Petrol,Manual,First,14.6,1368,112.4,5,2.98,Fiat
2329,BMW 5 Series 520d Luxury Line,Coimbatore,2014,60280,Diesel,Automatic,First,22.48,1995,190,5,22.45,BMW
3018,Mahindra Bolero VLX CRDe,Coimbatore,2012,60271,Diesel,Manual,First,13.6,2523,63,7,6.12,Mahindra
2054,Maruti Alto 800 LXI,Kolkata,2013,60251.21778,Petrol,Manual,First,22.74,796,47.3,5,1.55,Maruti
336,Hyundai Verna SX CRDi AT,Bangalore,2012,60241.78682,Diesel,Automatic,Second,19.08,1582,126.32,5,6.5,Hyundai
4155,Honda City 1.5 V AT,Delhi,2011,60228.18645,Petrol,Automatic,First,16.8,1497,118,5,4.45,Honda
2263,Tata Indica V2 eLS,Chennai,2015,60197.10008,Diesel,Manual,Second,25,1396,69,5,2,Tata
2905,Maruti Wagon R VXI,Ahmedabad,2011,60192.44692,Petrol,Manual,First,18.9,998,67.1,5,2.6,Maruti
458,Hyundai Santro Xing GL,Kolkata,2009,60170,Petrol,Manual,First,17.92,1086,62,5,1.15,Hyundai
4786,Audi Q5 2.0 TDI Premium Plus,Coimbatore,2015,60146,Diesel,Automatic,First,14.16,1968,174.3,5,29.64,Audi
447,Maruti Wagon R LXI,Ahmedabad,2008,60123,Petrol,Manual,Second,18.9,998,67.1,5,1.95,Maruti
690,Maruti Swift VDI BSIV,Delhi,2015,60095,Diesel,Manual,First,25.2,1248,74,5,4.75,Maruti
4770,Ford Aspire Titanium Diesel,Kolkata,2017,60048,Diesel,Manual,First,26.1,1498,99,5,6,Ford
2232,Maruti Zen Estilo LXI BS IV,Pune,2011,60037.07334,Petrol,Manual,First,19,998,67.1,5,2,Maruti
2271,Honda City 1.5 GXI,Ahmedabad,2007,60006,Petrol,Manual,First,12.8,1493,100,5,2.95,Honda
4906,Maruti Ciaz VDi Plus SHVS,Hyderabad,2015,60004.33264,Diesel,Manual,First,28.09,1248,88.5,5,7.9,Maruti
3369,Skoda Laura Ambiente,Ahmedabad,2008,60002,Diesel,Manual,Second,17.5,1896,106,5,4.85,Skoda
3463,Audi A4 2.0 TDI,Hyderabad,2014,60000,Diesel,Automatic,First,16.55,1968,147.51,5,24,Audi
4708,Audi A4 35 TDI Premium,Hyderabad,2015,60000,Diesel,Automatic,First,17.11,1968,174.33,5,25,Audi
643,Audi A4 New 2.0 TDI Multitronic,Jaipur,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5,16,Audi
3032,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.35,Audi
4433,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.2,Audi
28,Audi Q3 2.0 TDI,Chennai,2014,60000,Diesel,Automatic,First,15.73,1968,174.33,5,20,Audi
4403,Audi Q3 2.0 TDI,Mumbai,2013,60000,Diesel,Automatic,First,15.73,1968,174.33,5,22,Audi
1827,Audi Q3 2.0 TDI Quattro,Hyderabad,2013,60000,Diesel,Automatic,First,17.32,1968,184,5,21,Audi
466,Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2014,60000,Diesel,Automatic,First,12.07,2967,241.4,7,45,Audi
439,Chevrolet Cruze LTZ AT,Ahmedabad,2011,60000,Diesel,Automatic,First,18.1,1991,147.9,4,3.8,Chevrolet
3004,Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,60000,Diesel,Manual,First,22.7,1498,89.84,5,5.75,Ford
4252,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,60000,Diesel,Manual,First,22.7,1498,89.84,5,5.5,Ford
961,Ford Figo Diesel Titanium,Kolkata,2012,60000,Diesel,Manual,First,20,1399,68,5,2.1,Ford
4545,Honda Accord 2.4 Inspire M/T,Pune,2009,60000,Petrol,Manual,Second,9.8,2354,180,5,3.5,Honda
4853,Honda Brio S MT,Bangalore,2012,60000,Petrol,Manual,First,19.4,1198,86.8,5,3.25,Honda
883,Honda City 1.5 E MT,Pune,2009,60000,Petrol,Manual,Third,17,1497,118,5,3.25,Honda
3217,Honda City 1.5 S MT,Bangalore,2011,60000,Petrol,Manual,First,17,1497,118,5,4.95,Honda
2682,Honda City 1.5 V AT,Pune,2012,60000,Petrol,Automatic,First,16.8,1497,118,5,5.5,Honda
3259,Honda City 1.5 V MT,Kolkata,2010,60000,Petrol,Manual,First,17,1497,118,5,2.7,Honda
1275,Honda City i VTEC S,Delhi,2014,60000,Petrol,Manual,First,17.4,1497,117.3,5,6.25,Honda
2731,Hyundai EON D Lite Plus Option,Kolkata,2017,60000,Petrol,Manual,First,21.1,814,55.2,5,2.5,Hyundai
4551,Hyundai EON Era Plus,Kolkata,2012,60000,Petrol,Manual,First,21.1,814,55.2,5,1.99,Hyundai
4054,Hyundai i10 Era,Ahmedabad,2008,60000,Petrol,Manual,First,19.81,1086,68.05,5,1.99,Hyundai
2522,Hyundai i10 Magna 1.1L,Delhi,2009,60000,Petrol,Manual,Second,19.81,1086,68.05,5,1.9,Hyundai
631,Hyundai i10 Magna AT,Bangalore,2009,60000,Petrol,Automatic,First,19.2,1197,80,5,2.99,Hyundai
2725,Hyundai i10 Sportz,Jaipur,2014,60000,Petrol,Manual,First,20.36,1197,78.9,5,3.25,Hyundai
2470,Hyundai i10 Sportz 1.2,Hyderabad,2011,60000,Petrol,Manual,First,20.36,1197,78.9,5,3.2,Hyundai
2668,Hyundai i20 1.4 CRDi Magna,Kolkata,2013,60000,Diesel,Manual,First,21.9,1396,90,5,2.95,Hyundai
4090,Hyundai i20 1.4 CRDi Magna,Kolkata,2012,60000,Diesel,Manual,First,21.9,1396,90,5,2.74,Hyundai
783,Hyundai Santro Xing GL Plus,Delhi,2013,60000,Petrol,Manual,First,17.92,1086,62.1,5,2.3,Hyundai
3621,Hyundai Santro Xing GLS,Hyderabad,2011,60000,Petrol,Manual,First,17.92,1086,62.1,5,2.59,Hyundai
2246,Hyundai Verna Transform Xxi ABS,Bangalore,2011,60000,Petrol,Manual,First,16.2,1599,103.2,5,3.95,Hyundai
637,Hyundai Verna Xi (Petrol),Chennai,2015,60000,Petrol,Manual,Third,13.9,1599,103.2,5,2.25,Hyundai
3186,Hyundai Xcent 1.1 CRDi Base,Jaipur,2014,60000,Diesel,Manual,First,24.4,1120,71,5,3.9,Hyundai
4468,Mahindra Scorpio 2.6 CRDe,Bangalore,2005,60000,Diesel,Manual,First,10.5,2179,120,8,4,Mahindra
3347,Maruti A-Star Lxi,Kolkata,2010,60000,Petrol,Manual,First,19,998,66.1,5,1.35,Maruti
948,Maruti Alto 800 2016-2019 LXI,Ahmedabad,2016,60000,Petrol,Manual,First,24.7,796,47.3,5,2.65,Maruti
3892,Maruti Omni 8 Seater BSII,Pune,2010,60000,Petrol,Manual,First,19.7,796,35,8,1.45,Maruti
3542,Maruti Ritz ZDi,Hyderabad,2014,60000,Diesel,Manual,First,23.2,1248,73.94,5,4.35,Maruti
1025,Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2015,60000,Petrol,Manual,First,17.5,1197,85.8,5,4.8,Maruti
2666,Maruti Swift Dzire LDI,Kolkata,2017,60000,Diesel,Manual,First,26.59,1248,74,5,3,Maruti
234,Maruti Swift Dzire ZXi,Mumbai,2009,60000,Petrol,Manual,First,17.5,1298,85.8,5,2.45,Maruti
4579,Maruti Swift LXI,Kolkata,2013,60000,Petrol,Manual,First,18.6,1197,85.8,5,3.15,Maruti
3726,Maruti Swift VDI,Ahmedabad,2013,60000,Diesel,Manual,First,22.9,1248,74,5,4.15,Maruti
759,Maruti Swift VDI BSIV,Bangalore,2007,60000,Diesel,Manual,Second,17.8,1248,74,5,3.4,Maruti
618,Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.9,1061,67,5,1.35,Maruti
3578,Maruti Zen Estilo 1.1 LXI BSIII,Bangalore,2007,60000,Petrol,Manual,Second,18.2,1061,64,5,1.65,Maruti
337,Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2016,60000,Diesel,Automatic,Second,17.9,2143,136,5,17.55,Mercedes-Benz
4797,Mini Cooper 5 DOOR D,Hyderabad,2014,60000,Diesel,Automatic,Second,20.7,1496,113.98,5,23.5,Mini
4438,Nissan Micra XL,Kolkata,2013,60000,Petrol,Manual,First,18.44,1198,75,5,1.75,Nissan
1452,Nissan Terrano XL Plus 85 PS,Jaipur,2014,60000,Diesel,Manual,First,20.45,1461,83.8,5,6,Nissan
1977,Nissan Terrano XV D Pre,Mumbai,2013,60000,Diesel,Manual,First,19.64,1461,108.5,5,5.45,Nissan
3237,Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,60000,Diesel,Manual,First,19.64,1461,108.45,5,8.65,Renault
561,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,Diesel,Manual,First,19.64,1461,108.45,5,7.5,Renault
4297,Renault Duster 85PS Diesel RxL,Pune,2016,60000,Diesel,Manual,First,19.87,1461,83.8,5,8,Renault
2436,Tata Xenon XT EX 4X4,Bangalore,2014,60000,Diesel,Manual,Second,13.49,2179,138.03,5,5.9,Tata
2856,Toyota Corolla 1.8 J,Kolkata,2009,60000,Petrol,Manual,First,14.53,1798,138,5,2.25,Toyota
995,Toyota Etios G,Delhi,2012,60000,Petrol,Manual,First,17.6,1496,88.73,5,3.1,Toyota
2525,Toyota Etios GD,Kolkata,2012,60000,Diesel,Manual,Second,23.59,1364,67.05,5,2.95,Toyota
3300,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Ahmedabad,2013,60000,Diesel,Manual,First,12.99,2494,100,7,7.9,Toyota
4743,Volkswagen Jetta 2007-2011 1.9 TDI Trendline,Chennai,2009,60000,Diesel,Manual,First,15,1896,105,5,4,Volkswagen
299,Volkswagen Passat 1.8 TSI MT,Mumbai,2010,60000,Petrol,Manual,Third,14.3,1798,158,5,3.5,Volkswagen
4451,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2012,60000,Diesel,Manual,First,22.07,1199,73.9,5,4,Volkswagen
4025,Volkswagen Polo Diesel Highline 1.2L,Chennai,2013,60000,Diesel,Manual,First,22.07,1199,73.9,5,4.75,Volkswagen
2650,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498,103.6,5,3.7,Volkswagen
1916,Volkswagen Polo 1.5 TDI Highline,Kochi,2016,59998,Diesel,Manual,First,20.14,1498,88.8,5,5.49,Volkswagen
2084,Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,2011,59967,Petrol,Automatic,First,9.74,1984,208,5,18,Audi
1357,Nissan Terrano XL 85 PS,Hyderabad,2014,59962,Diesel,Manual,First,20.45,1461,83.8,5,6.9,Nissan
224,Maruti Ritz VDi,Pune,2013,59923.06875,Diesel,Manual,First,21.1,1248,73.9,5,4.35,Maruti
2462,Maruti Swift ZDi,Coimbatore,2014,59923,Diesel,Manual,First,22.9,1248,74,5,6.46,Maruti
2827,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,59911.36488,Diesel,Manual,First,13.68,2393,147.8,7,18.65,Toyota
3151,BMW 5 Series 2003-2012 520d,Ahmedabad,2012,59900,Diesel,Automatic,Second,18.48,1995,177,5,18.5,BMW
3165,Land Rover Freelander 2 SE,Kochi,2014,59885,Diesel,Automatic,First,12.39,2179,147.51,5,20.11,Land
904,Toyota Corolla 1.8 J,Delhi,2011,59851.35498,Petrol,Manual,Second,14.53,1798,138,5,3.55,Toyota
2777,Hyundai Verna 1.6 CRDi EX MT,Kochi,2016,59844.61087,Diesel,Manual,First,22.32,1582,126.3,5,6.64,Hyundai
4502,Ford Ikon 1.3 Flair,Coimbatore,2009,59833,Petrol,Manual,Fourth & Above,13.8,1299,70,5,1.97,Ford
4455,Maruti Swift Dzire VDI,Jaipur,2015,59817.15693,Diesel,Manual,First,26.59,1248,74,5,6.25,Maruti
2683,Maruti Celerio VXI AT,Coimbatore,2015,59751,Petrol,Automatic,First,23.1,998,67.04,5,4.88,Maruti
821,Toyota Innova 2.5 ZX Diesel 7 Seater,Kochi,2015,59751,Diesel,Manual,First,12.99,2494,100.6,7,11.62,Toyota
4039,BMW 3 Series 320i Sedan,Coimbatore,2010,59660,Petrol,Automatic,First,12.05,1995,154,5,10.49,BMW
2128,Hyundai Verna 1.6 SX CRDi (O),Pune,2012,59641.47371,Diesel,Manual,First,22.32,1582,126.32,5,6,Hyundai
2660,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,59636,Diesel,Automatic,First,10.91,3198,197,7,29.2,Ford
2174,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,59630,Diesel,Automatic,First,13,2143,201.1,5,23.41,Mercedes-Benz
388,Maruti Swift Dzire VDI,Hyderabad,2015,59572,Diesel,Manual,First,26.59,1248,74,5,6.85,Maruti
4910,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,2016,59529.07161,Diesel,Automatic,First,19.27,2143,170,5,32.5,Mercedes-Benz
2320,Maruti Alto K10 LXI CNG,Pune,2015,59525,CNG,Manual,Second,32.26,998,58.2,4,3.1,Maruti
2211,Tata Nano CX,Kochi,2014,59508,Petrol,Manual,First,25.4,624,37.48,4,1.26,Tata
1128,Audi Q7 45 TDI Quattro Technology,Pune,2017,59500,Diesel,Automatic,First,14.75,2967,245,7,68,Audi
1006,Maruti Ritz ZXi,Mumbai,2014,59451,Petrol,Manual,First,18.5,1197,85.8,5,3.69,Maruti
1176,Hyundai Elite i20 Asta Option,Coimbatore,2017,59450,Petrol,Manual,First,18.6,1197,81.86,5,7.53,Hyundai
2016,Mahindra Renault Logan 1.4 GLX Petrol,Pune,2008,59354.00082,Petrol,Manual,First,15.7,1390,75,5,2.3,Renault
4315,Volkswagen Polo Diesel Highline 1.2L,Kolkata,2013,59336.31906,Diesel,Manual,First,22.07,1199,73.9,5,2.79,Volkswagen
4504,Ford Figo Diesel ZXI,Jaipur,2014,59327,Diesel,Manual,First,20,1399,68,5,3.25,Ford
3826,Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2017,59261,Diesel,Manual,First,24,1186,73.97,5,4.25,Hyundai
302,Maruti Swift Dzire ZXi,Coimbatore,2015,59254,Petrol,Manual,Second,17.5,1298,85.8,5,5.29,Maruti
3020,Mahindra XUV500 AT W10 FWD,Jaipur,2016,59241.68183,Diesel,Automatic,First,16,2179,140,7,13.25,Mahindra
1909,Mahindra XUV500 W8 2WD,Kochi,2014,59182,Diesel,Manual,First,15.1,2179,140,7,9.46,Mahindra
3547,Ford Figo 1.5D Trend MT,Kolkata,2015,59149.04017,Diesel,Manual,First,25.83,1498,99,5,4.8,Ford
4106,Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17,1405,70,5,2.58,Tata
3358,Maruti Alto LXi BSIII,Coimbatore,2010,59136,Petrol,Manual,First,19.7,796,46.3,5,2.96,Maruti
4126,Audi A4 2.0 TDI Multitronic,,2011,59000,Diesel,Automatic,First,16.55,1968,140,5,12.5,Audi
145,BMW X6 xDrive30d,Delhi,2011,59000,Diesel,Automatic,First,11.2,2993,241,4,21.9,BMW
374,Chevrolet Aveo U-VA 1.2 LS,Pune,2007,59000,Petrol,Manual,First,15.26,1150,74.9,5,0.99,Chevrolet
2568,Honda Amaze E i-Dtech,Ahmedabad,2014,59000,Diesel,Manual,First,25.8,1498,98.6,5,4.75,Honda
2406,Honda Brio V MT,Pune,2012,59000,Petrol,Manual,First,19.4,1198,86.8,5,3.25,Honda
3084,Honda Civic 2006-2010 1.8 V MT,Kolkata,2009,59000,Petrol,Manual,First,13.5,1799,130,5,2.71,Honda
479,Hyundai i10 Era,Jaipur,2010,59000,Petrol,Manual,Second,19.81,1086,68.05,5,2.32,Hyundai
1618,Hyundai i20 1.2 Magna,Bangalore,2015,59000,Petrol,Manual,First,18.5,1197,80,5,5.75,Hyundai
2538,Hyundai i20 Magna,Jaipur,2013,59000,Petrol,Manual,Second,18.5,1197,80,5,4.1,Hyundai
3962,Hyundai Santa Fe 4WD AT,Bangalore,2015,59000,Diesel,Automatic,First,13.01,2199,194.3,7,21,Hyundai
104,Maruti 800 AC,Jaipur,2007,59000,Petrol,Manual,First,16.1,796,37,4,0.75,Maruti
2013,Maruti Ertiga ZDI,Hyderabad,2015,59000,Diesel,Manual,First,20.77,1248,88.8,7,7.5,Maruti
4482,Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,Petrol,Automatic,First,14.28,1798,138.03,5,11.5,Toyota
4637,Toyota Fortuner 4x2 Manual,Jaipur,2015,59000,Diesel,Manual,First,13,2982,168.5,7,23,Toyota
3761,Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2015,59000,Petrol,Manual,Second,16.47,1198,73.9,5,4.9,Volkswagen
2633,Mahindra Ssangyong Rexton RX5,Kochi,2014,58995,Diesel,Manual,First,12.83,2696,162,7,9.25,Mahindra
3994,Honda Amaze S i-Dtech,Delhi,2015,58992.37645,Diesel,Manual,First,25.8,1498,98.6,5,4.45,Honda
4254,Honda Mobilio E i DTEC,Hyderabad,2014,58972,Diesel,Manual,First,24.2,1498,98.6,7,6.5,Honda
2749,Audi A4 35 TDI Premium,Bangalore,2015,58970,Diesel,Automatic,First,17.11,1968,174.33,5,23.75,Audi
530,Audi A6 2011-2015 35 TFSI Technology,Kochi,2016,58953,Petrol,Automatic,First,13.53,1984,177.01,5,24.22,Audi
4623,Honda Amaze S i-Dtech,,2016,58950,Diesel,Manual,First,25.8,1498,98.6,5,5.4,Honda
4655,Toyota Innova Crysta 2.4 VX MT,Kolkata,2017,58948.25299,Diesel,Manual,First,13.68,2393,147.8,7,16.95,Toyota
1344,Maruti Ciaz VDi Plus SHVS,Ahmedabad,2015,58927.91346,Diesel,Manual,First,28.09,1248,88.5,5,6,Maruti
109,Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,58904.732,Petrol,Manual,First,17.1,1591,121.3,5,4.5,Hyundai
2189,Hyundai i10 Asta Sunroof AT,Mumbai,2011,58887.64886,Petrol,Automatic,First,19.2,1197,80,5,2.9,Hyundai
2295,Maruti Swift Dzire VDI,Pune,2014,58866.7886,Diesel,Manual,First,23.4,1248,74,5,5,Maruti
2091,Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,Diesel,Manual,First,24.3,1248,88.5,5,9.05,Maruti
2299,Nissan Terrano XL D Option,Kochi,2015,58817,Diesel,Manual,First,19.87,1461,83.14,5,6.25,Nissan
1652,Mahindra Quanto C8,Kochi,2014,58816,Diesel,Manual,First,17.21,1493,100,7,3.45,Mahindra
2440,Hyundai Santro Xing XG eRLX Euro III,Kochi,2007,58815,Petrol,Manual,First,17,1086,62.1,5,1.99,Hyundai
848,Toyota Etios VXD,Pune,2015,58794.7557,Diesel,Manual,Second,23.59,1364,67.04,5,5,Toyota
1935,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,Petrol,Manual,First,16.47,1198,73.9,5,3.32,Volkswagen
2832,Maruti Ertiga VDI,Kochi,2015,58734,Diesel,Manual,First,20.77,1248,88.76,7,6.91,Maruti
2060,Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2016,58671,Diesel,Automatic,First,17.01,1582,126.2,5,14.25,Hyundai
4416,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,58661,Diesel,Automatic,First,15.17,1968,181,5,28.03,Audi
3233,Hyundai Verna 1.6 SX,Kochi,2012,58646,Diesel,Manual,First,22.32,1582,126.32,5,4.74,Hyundai
290,Maruti Ciaz VDi Plus SHVS,Kolkata,2015,58644.64526,Diesel,Manual,First,28.09,1248,88.5,5,5.5,Maruti
462,Audi A4 35 TDI Premium Plus,Coimbatore,2013,58629,Diesel,Automatic,Second,18.25,1968,187.74,5,16.52,Audi
2973,Hyundai i20 Asta Option 1.2,Kochi,2017,58620,Petrol,Manual,First,18.6,1197,81.83,5,7.14,Hyundai
4279,Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,58589,Diesel,Automatic,First,15.26,2143,203.2,5,27.75,Mercedes-Benz
1754,BMW 3 Series 320d Highline,Mumbai,2009,58557,Diesel,Automatic,Third,16.07,1995,181,5,8,BMW
944,BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,2013,58500,Diesel,Automatic,Second,17.09,1995,218,5,27.5,BMW
3416,Maruti Alto 800 LXI,Hyderabad,2016,58500,Petrol,Manual,First,22.74,796,47.3,5,2.75,Maruti
2472,Hyundai i10 Magna AT,Bangalore,2008,58483,Petrol,Automatic,Second,19.2,1197,80,5,2.95,Hyundai
1516,Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,2019,58473.83648,Diesel,Automatic,First,12.81,1999,148.31,7,56.14,Land
4182,Hyundai i10 Magna 1.1,Kochi,2014,58472,Petrol,Manual,First,19.81,1086,68.05,5,3.41,Hyundai
159,Maruti Celerio LXI,Hyderabad,2014,58470,Petrol,Manual,First,23.1,998,67.04,5,3.9,Maruti
1994,Honda City i VTEC S,Pune,2014,58407,Petrol,Manual,First,17.4,1497,117.3,5,6.16,Honda
2022,Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,Delhi,2012,58404.99691,Diesel,Automatic,First,11.79,2179,120,7,6.25,Mahindra
915,BMW 3 Series 320d Luxury Line,Kochi,2015,58390,Diesel,Automatic,First,18.88,1995,184,5,19.86,BMW
3110,Maruti Eeco 7 Seater Standard,Coimbatore,2013,58333.38252,Petrol,Manual,First,15.1,1196,73,7,3.75,Maruti
3793,Maruti Omni 5 Str STD,Coimbatore,2010,58315.05025,Petrol,Manual,First,14,796,35,5,2.41,Maruti
831,Maruti Swift Dzire VXI,Coimbatore,2014,58310,Petrol,Manual,Second,19.1,1197,85.8,5,5.39,Maruti
3057,Hyundai Getz GLE,Hyderabad,2007,58307,Petrol,Manual,First,15.3,1341,83,5,1.95,Hyundai
2924,Maruti Swift VDI BSIV,Bangalore,2013,58291,Diesel,Manual,First,17.8,1248,74,5,5,Maruti
144,Toyota Etios GD,Bangalore,2012,58253,Diesel,Manual,Second,23.59,1364,67.05,5,4.45,Toyota
16,Hyundai Elantra 2.0 SX Option AT,Coimbatore,2015,58239,Petrol,Automatic,First,14.62,1999,149.92,5,9.69,Hyundai
938,Hyundai i10 Magna,Kolkata,2012,58235,Petrol,Manual,First,20.36,1197,78.9,5,2.45,Hyundai
2296,Maruti Swift Dzire VDI,Kolkata,2014,58215.27173,Diesel,Manual,First,23.4,1248,74,5,3.85,Maruti
1651,Mercedes-Benz New C-Class C 220 CDI Style,Jaipur,2016,58205,Diesel,Automatic,First,19.27,2143,167.62,5,27,Mercedes-Benz
4260,Hyundai Santa Fe 4X4,Ahmedabad,2012,58200,Diesel,Manual,First,14.66,2199,194.3,7,7.5,Hyundai
1840,Honda City i VTEC CVT VX,Kochi,2016,58197,Petrol,Automatic,First,18,1497,117.3,5,9.19,Honda
3758,Hyundai Santro Xing GL,Hyderabad,2010,58163,Petrol,Manual,First,17.92,1086,62,5,2.45,Hyundai
1664,Renault Duster 110PS Diesel RxL AMT,Kochi,2017,58151,Diesel,Automatic,First,19.6,1461,108.45,5,9.6,Renault
1586,Volkswagen Polo 1.2 MPI Highline,Kochi,2015,58134,Petrol,Manual,First,16.47,1198,74,5,4.64,Volkswagen
3766,Maruti Swift ZDi,Chennai,2012,58133,Diesel,Manual,First,22.9,1248,74,5,4.8,Maruti
1133,Renault Lodgy 110PS RxZ 8 Seater,Coimbatore,2016,58117.79042,Diesel,Manual,First,19.98,1461,108.5,8,8.43,Renault
4161,Volkswagen Ameo 1.5 TDI Comfortline,Jaipur,2016,58095,Diesel,Manual,First,21.66,1498,108.62,5,5.8,Volkswagen
4018,Maruti Swift VDI,Chennai,2014,58085.68139,Diesel,Manual,First,22.9,1248,74,5,5.25,Maruti
3997,Maruti Swift Dzire VXi,Mumbai,2011,58075,Petrol,Manual,First,17.5,1298,85.8,5,2.95,Maruti
3673,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15,1896,105,5,6.7,Volkswagen
4928,Hyundai Elantra CRDi,Ahmedabad,2008,58005,Diesel,Manual,Second,14.9,1991,112.2,5,4.25,Hyundai
1822,Renault Duster 110PS Diesel RxL,Mumbai,2014,58003,Diesel,Manual,First,19.01,1461,108.45,5,5.75,Renault
1988,Maruti Swift VDI,Pune,2014,58000.70093,Diesel,Manual,First,22.9,1248,74,5,5.1,Maruti
